Lead ID,Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes,Email 1 Valid,Email 2 Valid,Email,Email Domain,Phone 1 Valid,Phone 2 Valid,Phone,Website Domain,Company Lead Count,Data Completeness Score,Lead Quality,AI Industry,AI Company Type,AI Summary
230,230,cd8eB1a63eE07fB,Vicki Roth,Olivia,Mills,Galloway-Doyle,9692875068 ext 13010,5912145102 ext 26949,pittmantodd@tran.org,martha90@hanna.com,santos.com,Other,Contacted,Before word share Congress table focus.,True,True,pittmantodd@tran.org,tran.org,True,True,9692875068 ext 13010,santos.com,1,100.0,High,Unknown,Unknown,"There is insufficient information available to determine the industry, company type, or business activities of Galloway-Doyle."
231,231,f1c5E6DbFD90ad0,Krista Aguilar,Meagan,Fox,Ingram Ltd,2267986832 ext 08985,4392674380,nicholas18@mclaughlin-branch.biz,walter83@richmond.biz,castro.com,Podcast,Disqualified,Tax network pick word glass.,True,True,nicholas18@mclaughlin-branch.biz,mclaughlin-branch.biz,True,True,2267986832 ext 08985,castro.com,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Ingram Ltd.
232,232,aBbd2bE2A0F4f40,Glenda Mcneil,Krystal,Mccoy,"Robinson, Holmes and Jacobs",9496479728,5497984277 ext 92002,rodneywilson@lin-pratt.com,juanstephenson@baker-woodward.biz,wiley.com,Purchased List,Disqualified,Now room general.,True,True,rodneywilson@lin-pratt.com,lin-pratt.com,True,True,9496479728,wiley.com,1,100.0,High,Unknown,Unknown,"The company information provided is contradictory regarding its website and domain, and no clear business industry or type can be determined."
233,233,10bEEdD314E8384,Christian Cameron,Melinda,Bailey,Campbell and Sons,7544834036,2485119649,collinscandace@diaz.info,ubentley@fitzgerald.com,simmons-hicks.com,Podcast,On Hold,Nice positive become individual image hold.,True,True,collinscandace@diaz.info,diaz.info,True,True,7544834036,simmons-hicks.com,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Campbell and Sons.
234,234,2D3d6e95Fc81cC7,Tanya Dillon,Dana,Shaw,"Rowe, Heath and Hooper",5065820748 ext 241,5188659594,leonard82@clay.com,beverlyrussell@simpson-middleton.net,lowe.com,Facebook Ads,Contacted,Billion Republican son.,True,True,leonard82@clay.com,clay.com,True,True,5065820748 ext 241,lowe.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type of Rowe, Heath and Hooper."
235,235,BAfA91C302ad3e8,Roberta Shields,Kathy,Sanford,Hill-Parsons,0013328887365 ext 1614,0013296357547,shirleyshaw@horne.com,rita62@burgess-mahoney.com,fernandez-wiggins.com,Organic Search (Seo),Disqualified,Word lose break.,True,True,shirleyshaw@horne.com,horne.com,False,True,0013328887365 ext 1614,fernandez-wiggins.com,1,100.0,Medium,Unknown,Unknown,Hill-Parsons is a company identified through organic search with insufficient information available to determine its industry or business type.
236,236,ab81E4dAFD0A78A,Heidi Simmons,Carlos,Chung,"Collier, Mccormick and Gibson",4959041338 ext 4469,0012792700564 ext 316,bethany13@hardy.com,savagecarly@orr.com,haas-woodward.com,Podcast,Closed Lost,Couple economic career deep when.,True,True,bethany13@hardy.com,hardy.com,True,False,4959041338 ext 4469,haas-woodward.com,1,100.0,High,Unknown,Unknown,"There is insufficient information provided to determine the industry or company type of Collier, Mccormick and Gibson."
237,237,2ddbdf7d03f6aDF,Harold Olsen,Duane,Rush,Sims Ltd,3538013989 ext 8389,8915466565 ext 241,douglasprice@deleon-ellis.com,kennethnelson@price.net,mckee-pittman.com,Trade Show,Proposal Sent,Voice indeed stock sometimes scientist likely.,True,True,douglasprice@deleon-ellis.com,deleon-ellis.com,True,True,3538013989 ext 8389,mckee-pittman.com,1,100.0,High,Unknown,Unknown,"The company Sims Ltd was identified via a trade show, but there is insufficient information to determine its industry, company type, or primary operations."
238,238,B2693B8Da7a5Ae1,Alec Contreras,Debbie,Foley,Ingram-Jacobson,16352169005,2069954947 ext 4617,deborah45@sherman-eaton.org,mataalexis@frazier.com,banks.com,Facebook Ads,Qualified,Fact turn teacher director shake late hard.,True,True,deborah45@sherman-eaton.org,sherman-eaton.org,True,True,16352169005,banks.com,1,100.0,High,Unknown,Unknown,There is insufficient evidence provided to determine the industry or company type of Ingram-Jacobson.
239,239,1EE7B5205d9f1EB,Sharon Weber,Anne,Yu,"Snyder, Duffy and Waters",12763720713 ext 082,12997365783 ext 7242,cristian91@tran.com,craig01@collier.com,farrell.com,Retargeting Ads,Qualified,Doctor summer court support central commercial wall unit.,True,True,cristian91@tran.com,tran.com,True,True,12763720713 ext 082,farrell.com,1,100.0,High,Unknown,Unknown,"There is insufficient evidence to determine the industry or company type for Snyder, Duffy and Waters based on the provided notes."
240,240,0Db42DFf0aDDDE3,Deanna Dougherty,Terrance,Castaneda,Pope PLC,2857101136,12314823869 ext 20644,joy46@li-grant.info,ellen28@morse.com,wu.net,Facebook Ads,New Lead,Anyone information size next position different home.,True,True,joy46@li-grant.info,li-grant.info,True,False,2857101136,wu.net,1,100.0,High,Unknown,Unknown,The provided notes do not contain sufficient information to determine the company's industry or business activities.
241,241,eED4e66dD1490bb,Lindsey Pham,Gordon,Bruce,Cuevas-Singleton,9977859741 ext 4016,3142650293 ext 33998,nrusso@barry-whitaker.net,manuelspencer@murillo-yoder.org,cox.com,Podcast,Negotiation,Big everything set send wrong.,True,True,nrusso@barry-whitaker.net,barry-whitaker.net,True,True,9977859741 ext 4016,cox.com,1,100.0,High,Unknown,Unknown,There is insufficient information provided to determine the company's industry or business model.
242,242,99Dd8FCE0DBF8B4,Rebecca Conrad,Keith,Cisneros,Mcguire-Chambers,3455385731 ext 10537,0012908270507 ext 967,mannpaige@riddle.net,johnathanorr@livingston.com,mcmillan.info,Direct Traffic,Qualified,Shake book cold return crime.,True,True,mannpaige@riddle.net,riddle.net,True,False,3455385731 ext 10537,mcmillan.info,1,100.0,High,Unknown,Unknown,The available information is insufficient to determine the industry or company type of Mcguire-Chambers.
243,243,0bdDf3FeAe7A558,Troy Webster,Patrick,Chambers,"Mann, Macias and Miles",5723451527 ext 83392,15205077085 ext 823,alyssa67@may.biz,kbender@li.info,fry-goodwin.com,Cold Call,New Lead,Choose mention public.,True,True,alyssa67@may.biz,may.biz,True,True,5723451527 ext 83392,fry-goodwin.com,1,100.0,High,Unknown,Unknown,"There is insufficient information to determine the industry or company type for Mann, Macias and Miles."
244,244,33Bc3b2cCddbCa6,Jillian Hurst,Kathryn,Shaw,"Arellano, Buchanan and Berg",15397103119 ext 437,8869208588,weaverparker@zamora-fitzpatrick.com,qthornton@wagner.net,valentine.info,Facebook Ads,Closed Won,Section admit third bad again like the.,True,True,weaverparker@zamora-fitzpatrick.com,zamora-fitzpatrick.com,True,True,15397103119 ext 437,valentine.info,1,100.0,High,Unknown,Unknown,"The available information is insufficient to determine the industry or company type of Arellano, Buchanan and Berg."
245,245,6EB71db6dEa75aC,Margaret Gray,Isabella,Finley,Burns Group,4544850747,15813543868,jim74@medina.net,lawrence20@mccarthy.info,levy.info,Facebook Ads,Proposal Sent,Religious too us alone use.,True,True,jim74@medina.net,medina.net,True,True,4544850747,levy.info,1,100.0,High,Unknown,Unknown,"The company, identified as Burns Group, has reached the proposal stage of a deal sourced from Facebook Ads."
246,246,0cD4C7ad5cBDfd8,Ashley Mills,Suzanne,Fitzpatrick,Gray-Marks,9982824065 ext 4252,4172726888 ext 3229,atkinseduardo@lee.com,nhuff@greene.com,green-gallagher.net,Facebook Ads,New Lead,Agency special international thank test.,True,True,atkinseduardo@lee.com,lee.com,True,True,9982824065 ext 4252,green-gallagher.net,1,100.0,High,Unknown,Unknown,The provided information lacks sufficient detail to determine the company's industry or business type beyond its identification as an agency.
247,247,DEf6Da0edD89ebe,Alexis Banks,Alexa,Ortega,Boyer-Rios,0015135606469 ext 48049,12959877887 ext 273,iward@kline-goodman.net,louis41@gibbs.info,evans-whitehead.net,Google Ads,Closed Lost,News soldier space five kitchen team either chair.,True,True,iward@kline-goodman.net,kline-goodman.net,False,True,0015135606469 ext 48049,evans-whitehead.net,1,100.0,Medium,Unknown,Unknown,There is insufficient information available to determine the industry or company type for Boyer-Rios.
248,248,c6F2B32bF53EEEA,Collin Gonzalez,Kristi,Hurley,Webster-Ortega,2314654580 ext 7622,2072402090 ext 2613,emmalamb@duran.com,brendanpeterson@ward.net,hall.org,Purchased List,Closed Lost,Final respond meet newspaper total.,True,True,emmalamb@duran.com,duran.com,True,True,2314654580 ext 7622,hall.org,1,100.0,High,Unknown,Unknown,There is insufficient information available to determine the industry or company type of Webster-Ortega.
249,249,E1DBca46f82b0BD,Timothy Braun,Sheri,Douglas,"Evans, Parker and Duran",12459910268,2357921034,mcdowelllinda@anthony.com,mathewsstuart@waters.info,house.com,Webinars,New Lead,Ready to win certain usually.,True,True,mcdowelllinda@anthony.com,anthony.com,True,True,12459910268,house.com,1,100.0,High,Unknown,Unknown,The provided information does not contain enough context to determine the company's industry or business model.
250,250,52023EFCFa8Fd8e,Stacie Carter,Beth,Whitney,Mcmillan Group,0013599014463,0012817662238 ext 26846,krystal03@martinez-knapp.com,wellsbrandi@chambers.biz,yoder.info,Social Media,Closed Won,That stock factor up national crime large.,True,True,krystal03@martinez-knapp.com,martinez-knapp.com,True,False,0013599014463,yoder.info,1,100.0,High,Unknown,Unknown,The available information regarding Mcmillan Group is insufficient to determine its industry or company type.
251,251,dfF058c827b6d2C,Eugene Knight,Darrell,Gates,"Mosley, Kaiser and Dunn",2744858755 ext 015,8936641956 ext 562,breannawang@french.net,kendra43@robles-hancock.com,daniels-lin.com,Content Marketing,Disqualified,International happy bring approach.,True,True,breannawang@french.net,french.net,True,True,2744858755 ext 015,daniels-lin.com,1,100.0,High,Unknown,Unknown,"The company Mosley, Kaiser and Dunn is associated with the domain french.net and reached via content marketing, though specific industry and operational details are unavailable."
252,252,22BD94c272fE9FE,Ebony Acosta,Janet,Glenn,Hernandez-Beasley,4515476341 ext 12200,0015747929623,clopez@stone.org,alanvalenzuela@mcdonald-wilson.biz,durham.com,Networking Event,On Hold,Evening grow scientist measure four often real.,True,True,clopez@stone.org,stone.org,True,True,4515476341 ext 12200,durham.com,1,100.0,High,Unknown,Unknown,"The company Hernandez-Beasley was identified at a networking event, and there is insufficient information available to determine its industry or company type."
253,253,d9f6442eEE640E6,Herbert Riley,Wendy,Glass,"Mosley, Trujillo and Liu",8535126630 ext 6081,3897265257,cobbmark@townsend-phelps.com,brandon81@keith.net,doyle.com,Podcast,Proposal Sent,Bed important crime.,True,True,cobbmark@townsend-phelps.com,townsend-phelps.com,True,True,8535126630 ext 6081,doyle.com,1,100.0,High,Unknown,Unknown,The provided information is insufficient to determine the company's industry or business activities.
254,254,B1aeD51629cDD22,George Reilly,Frederick,Dunlap,Daniel PLC,4892035486,4865547641 ext 54458,jeff43@boyd-blackwell.com,spearshelen@rodriguez.com,brooks.net,Direct Traffic,Closed Lost,Either throughout whole agreement begin to glass.,True,True,jeff43@boyd-blackwell.com,boyd-blackwell.com,True,True,4892035486,brooks.net,1,100.0,High,Unknown,Unknown,"Daniel PLC is a company acquired through direct traffic that was previously involved in a closed lost deal, with no specific information available regarding its industry or business operations."
255,255,BB6737AdB5CA4fB,Felicia Bennett,Karl,Foster,"Atkins, Petty and Erickson",0014388224057 ext 9554,4054270225 ext 81663,darlene38@garner.com,pattyburch@dominguez.net,beard.org,Linkedin Outreach,Disqualified,Show add Mr phone north financial war item.,True,True,darlene38@garner.com,garner.com,False,True,0014388224057 ext 9554,beard.org,1,100.0,Medium,Unknown,Unknown,The provided information about the company does not contain sufficient details to determine its industry or business operations.
256,256,fF7E1C999C64FBf,Edward Stephenson,Diamond,Booth,"Hendricks, Arroyo and Hogan",9796731586,3557214322 ext 5999,chaseharding@conner.biz,dawsonbrandy@barr-stewart.info,sosa-blanchard.com,Partner Program,New Lead,You hope public thing off.,True,True,chaseharding@conner.biz,conner.biz,True,True,9796731586,sosa-blanchard.com,1,100.0,High,Unknown,Unknown,"Hendricks, Arroyo and Hogan is a lead sourced through a partner program with insufficient information provided to determine its specific industry or company type."
257,257,0FDA2fDdf1afa8A,Kristine Walter,Victor,Cunningham,Fisher PLC,13794002826,6093312414 ext 9999,yirwin@cantu-atkinson.org,xshannon@kaufman.com,poole-rollins.org,Facebook Ads,Re-Engagement,Approach statement pay use.,True,True,yirwin@cantu-atkinson.org,cantu-atkinson.org,True,True,13794002826,poole-rollins.org,1,100.0,High,Unknown,Unknown,"Fisher PLC is being targeted for re-engagement based on Facebook ad data, though no specific business activities or industry focus are provided."
258,258,E8bA8EE8c270f34,Jean Bowen,Shelby,Wolf,Williamson-Huffman,7913358220,3804194028 ext 7473,chloe86@ochoa-riley.com,tami98@castro.biz,hicks.biz,Chatbot,Qualified,Power something can drive executive note full.,True,True,chloe86@ochoa-riley.com,ochoa-riley.com,True,True,7913358220,hicks.biz,1,100.0,High,Unknown,Unknown,"The provided information for Williamson-Huffman is insufficient to determine the company's industry, type, or specific business activities."
259,259,690604FD0710DDB,Ashlee Frye,Taylor,Webster,"Holden, Chan and Keith",0012782131920 ext 0700,2724366283,donaldsonyvonne@ayers-newton.net,cwilliamson@lin.com,adams.info,Direct Traffic,Re-Engagement,Activity both hundred.,True,True,donaldsonyvonne@ayers-newton.net,ayers-newton.net,False,True,0012782131920 ext 0700,adams.info,1,100.0,Medium,Unknown,Unknown,"Holden, Chan and Keith is a company interacting via direct traffic and currently in the re-engagement stage of the sales pipeline."
260,260,f06D235F7FdD72D,Jay Robles,Joann,Chen,Moreno and Sons,0013287914535 ext 057,0012762827866 ext 371,kristi91@manning-serrano.com,lunakathryn@beasley-mayer.com,mcconnell.org,Webinars,Qualified,Past listen factor cost.,True,True,kristi91@manning-serrano.com,manning-serrano.com,False,False,0013287914535 ext 057,mcconnell.org,1,100.0,Medium,Unknown,Unknown,"Moreno and Sons is a qualified lead identified through webinar attendance, with notes indicating past involvement in factor cost analysis."
261,261,E6F9F1DFBA7FcAA,Deanna Watson,Jill,Flores,Gamble LLC,19039451111 ext 358,9652216284,tmay@morris.com,mason86@ho.com,benson.org,Referral,Disqualified,However city cold lot themselves.,True,True,tmay@morris.com,morris.com,True,True,19039451111 ext 358,benson.org,1,100.0,High,Unknown,Unknown,Gamble LLC is a referred entity with no specific business activities or industry details provided.
262,262,Abede96E3312f8d,Alec Henderson,Gavin,Barajas,"Zamora, Benitez and Ponce",7563604142 ext 16436,18868134057,fisherbrent@newton-hart.org,harringtonhayden@sims.com,ross-oneill.info,Website Form,Re-Engagement,Fast population meet use.,True,True,fisherbrent@newton-hart.org,newton-hart.org,True,True,7563604142 ext 16436,ross-oneill.info,1,100.0,High,Unknown,Unknown,"Zamora, Benitez and Ponce is an entity that engaged via a website form and is currently categorized in the re-engagement stage of the sales pipeline."
263,263,e71aF63c677f950,Marco Thomas,Toni,Rubio,Peterson Group,8255502414,5947293485 ext 818,dominiquematthews@wade.com,callahansherry@bryant.com,robinson-herman.org,Purchased List,Closed Won,Eight reason sense spring happen.,True,True,dominiquematthews@wade.com,wade.com,True,True,8255502414,robinson-herman.org,1,100.0,High,Unknown,Unknown,"The available information provides no details regarding the industry, company type, or operations of Peterson Group."
